Skin	Heart	Brain	Muscle	Spleen	Adipose	Thyroid	Colon	Lung	Liver	Pituitary	Adrenal
TMEM176A	0	0	-1	0	0	0	0	0	0	0	0	0
CUTC	0	0	0	1	0	-1	0	0	0	0	0	0
RCCD1	0	0	0	-1	0	0	0	0	0	0	0	0
COL8A1	0	0	0	0	0	1	0	0	0	0	0	0
PPOX	0	0	0	0	0	0	0	0	0	0	0	1
SNX17	0	0	0	0	1	0	0	0	0	0	0	0
CD9	1	0	0	0	0	1	1	0	0	0	1	0
ADAM33	0	1	0	0	0	0	0	0	0	0	0	0
IGFBP3	0	0	0	-1	0	0	0	0	0	0	0	0
LRRC8D	0	0	0	-1	0	0	0	0	0	0	0	0
PSMD6	0	0	0	0	0	-1	0	0	0	0	0	0
UHRF2	0	0	0	0	0	0	0	0	0	0	-1	0
ABTB1	0	0	0	0	0	0	0	0	0	0	0	1
RAB31	0	0	0	0	0	0	0	0	0	0	1	0
NAGPA	0	0	0	0	0	0	0	0	0	0	0	1
CERS2	0	0	0	-1	0	0	0	0	0	0	0	0
CHST11	0	0	0	0	0	-1	0	0	0	0	0	0
TBC1D8B	0	0	0	0	0	1	0	0	0	0	-1	0
ZNF644	0	0	0	0	0	0	0	0	0	0	-1	0
ARHGAP17	0	0	0	0	0	1	0	0	0	0	0	0
PARP9	0	1	0	0	0	0	0	0	0	0	0	0
FAM221A	0	0	0	0	-1	0	0	0	0	0	0	0
ZSWIM3	0	0	0	0	0	0	0	0	0	-1	0	0
ACVR1C	0	0	0	0	0	0	0	0	0	0	-1	0
SH2B3	0	1	0	0	0	0	0	0	0	0	0	0
GSPT1	0	0	0	0	0	0	0	0	0	0	-1	-1
ZSCAN2	0	0	0	0	0	0	0	0	0	0	-1	0
PTPN4	0	0	0	0	0	0	0	0	0	1	0	0
VAT1L	0	0	0	0	0	0	-1	0	0	0	0	0
FBXO45	0	0	0	0	0	0	0	0	0	0	-1	0
SEMA3D	0	0	0	0	0	0	0	0	0	0	-1	0
RNF11	0	0	0	0	0	0	0	0	1	0	0	-1
CYTIP	0	0	0	0	0	1	0	1	0	0	0	0
SUPT16H	0	0	0	0	0	-1	0	0	0	0	0	0
SNCG	0	0	0	0	0	0	0	0	0	0	1	0
SESN1	0	0	-1	0	-1	0	0	0	0	-1	0	0
SLC13A5	0	0	0	0	0	0	0	0	0	1	0	0
MPV17	0	0	0	0	0	0	0	-1	0	0	0	0
CHN2	0	0	0	0	0	0	0	-1	0	0	0	0
RAC2	0	0	0	-1	0	0	-1	0	0	0	0	0
FBXO2	0	0	0	0	0	0	0	0	0	0	1	0
SMIM19	0	0	0	1	0	0	0	0	0	0	0	0
SLC15A2	-1	0	0	0	0	0	0	0	0	0	0	0
HLTF	0	0	0	1	0	0	0	0	0	0	0	0
ZNF746	0	0	0	-1	0	0	0	0	0	0	0	0
TLR8	-1	0	0	0	0	0	0	0	0	0	0	0
DDX58	0	0	0	1	0	0	0	0	0	0	0	0
KMT2B	0	0	0	0	0	0	0	0	0	0	0	1
HSPH1	0	0	0	0	0	0	0	0	0	0	0	-1
PTP4A3	0	1	0	0	0	0	0	0	0	0	0	0
SH3BP1	0	0	0	0	1	0	0	0	0	0	0	0
GMFG	-1	0	0	0	0	0	0	0	0	0	0	0
SLIT3	-1	0	0	0	0	0	0	0	0	0	0	0
ERICH3	0	0	0	0	0	0	0	0	0	0	-1	0
MEF2D	0	0	0	0	0	0	0	1	0	0	0	0
NOL7	0	0	0	0	0	-1	0	0	0	0	0	0
PRADC1	0	0	0	0	1	0	0	0	0	0	0	0
CNP	0	0	0	0	0	0	0	0	0	0	1	1
PLXNB2	0	0	0	-1	1	0	0	0	0	0	0	1
A4GALT	0	0	0	-1	0	0	0	0	0	0	0	0
CHAC2	0	0	0	0	0	0	0	0	0	1	0	0
PEX1	0	0	0	0	-1	0	0	0	0	0	0	0
SLC45A4	0	0	0	0	0	0	1	0	0	0	0	0
MIS18A	0	0	0	0	0	0	0	0	0	0	0	1
SIGMAR1	0	0	0	-1	0	0	0	0	0	0	0	0
SSH3	0	0	0	0	1	0	0	0	0	0	0	0
PPP1R3E	0	0	0	0	0	1	0	0	0	0	0	0
DYSF	0	0	1	0	0	0	0	0	0	0	0	0
GOT1	0	0	0	0	0	-1	0	0	0	0	0	0
SRL	0	0	0	0	0	0	1	0	0	0	0	0
ANO6	0	0	0	0	0	0	0	0	0	0	1	0
PATZ1	0	0	0	0	0	0	0	0	0	0	0	1
ITPKA	0	0	0	0	0	0	0	0	0	0	0	1
CAV3	0	0	0	1	0	0	0	0	0	0	0	0
RNF215	0	0	0	-1	0	0	0	0	0	0	0	0
TNS3	0	0	0	-1	0	0	0	0	0	0	0	0
SKIV2L2	0	0	0	0	0	0	0	0	0	0	-1	0
MTFP1	0	0	0	0	0	-1	0	0	0	0	0	0
SLC39A1	0	0	0	0	1	0	0	0	0	0	0	1
EFHD1	-1	0	0	0	0	0	-1	0	0	0	0	0
CLCN4	0	0	0	1	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	0	0	0	0	0	0	1	-1
FBXO31	-1	0	0	0	0	0	0	0	0	0	0	0
PCP4	0	0	0	0	0	0	0	0	0	0	1	0
ADD1	0	0	0	0	0	1	0	0	0	0	0	1
NETO2	0	0	0	0	-1	0	0	0	0	0	0	0
EVC2	0	0	0	0	0	0	0	0	0	0	1	1
VSTM2B	0	0	1	0	0	0	0	0	0	0	0	0
EML3	0	0	0	0	0	0	0	0	0	0	0	1
TBCC	0	0	0	0	0	0	0	0	0	-1	0	0
FILIP1L	0	0	0	1	0	0	0	0	0	0	0	0
CDKL4	0	0	0	0	0	0	0	0	0	0	-1	0
UBA1	0	0	0	-1	-1	0	0	0	0	0	-1	0
ALG14	1	0	0	0	0	0	0	0	0	0	0	0
LAMC1	-1	0	0	0	0	0	0	0	0	0	0	0
C4orf48	0	0	1	0	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0	0	0	0	0	1	0
RTF1	0	0	0	1	0	0	0	0	0	0	0	0
CCDC6	0	0	0	0	0	0	0	0	0	0	-1	0
HDDC3	0	0	0	0	0	0	0	0	-1	0	0	0
PAX8	0	0	0	0	0	0	-1	0	0	0	0	0
EIF2AK4	0	0	0	0	0	0	0	0	0	-1	0	0
AZIN1	0	0	0	0	0	0	0	0	0	0	0	-1
PDE4A	0	0	0	0	0	0	0	0	1	0	0	0
TYK2	0	0	0	0	0	1	0	0	0	0	0	1
ALOX5AP	-1	0	0	-1	0	0	-1	0	0	0	0	0
TUSC2	0	0	0	0	0	0	0	0	0	0	1	0
GNAL	0	0	0	0	0	1	0	0	0	0	0	0
C7orf50	0	0	0	0	0	0	0	0	-1	0	1	0
NSMCE1	0	0	0	1	0	0	0	0	0	0	0	0
CORO1C	0	0	0	-1	0	0	0	0	0	0	0	0
NOP2	0	0	0	-1	0	-1	0	0	0	0	0	0
GLS2	0	0	0	0	0	0	0	0	0	0	0	-1
ADORA2A	0	0	0	0	1	0	0	0	0	0	0	0
GNRH1	0	0	0	0	0	0	0	0	0	-1	0	0
TMEM176B	0	0	-1	0	0	0	0	0	0	0	0	0
TRAF3IP2	0	0	0	-1	0	0	0	0	0	0	0	1
FBXO21	0	0	0	0	0	0	0	0	0	1	0	0
CBX7	0	0	0	0	0	0	0	0	0	0	0	1
UBR1	0	0	0	1	0	0	0	0	0	0	0	0
IRF7	0	1	0	0	0	0	0	0	0	0	0	1
MSRB3	0	0	0	1	0	0	0	0	0	0	0	0
USP21	0	0	0	0	0	0	0	0	0	0	0	1
CCDC88B	0	0	0	0	0	0	0	0	0	0	1	0
NUS1	0	0	0	0	0	0	0	0	0	0	-1	-1
SUCO	0	0	0	0	0	1	0	0	0	0	0	0
ARL15	0	0	-1	0	0	0	0	0	0	0	0	0
ARHGAP29	0	0	0	0	0	1	0	0	0	0	0	0
GNAZ	-1	0	0	0	0	0	0	0	0	0	0	0
RFC3	0	0	0	0	0	-1	0	0	0	0	0	0
CCND2	0	1	0	0	0	0	0	0	0	0	0	0
KLHDC10	0	0	0	0	0	-1	0	0	0	0	0	0
VPS35	0	0	0	0	0	0	0	0	0	0	0	-1
NAP1L4	0	0	0	0	0	0	0	0	0	0	-1	0
BICC1	0	0	0	0	0	1	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	1	0
ZSWIM1	0	0	0	-1	0	0	0	0	0	0	0	0
RNPEPL1	0	0	0	0	0	0	0	0	0	0	0	1
ZDHHC17	0	0	0	0	-1	0	0	0	0	0	-1	0
CNTN1	0	0	-1	0	0	0	0	0	0	0	0	0
ALDH5A1	0	0	0	0	-1	0	0	0	0	1	0	0
FST	-1	0	0	0	0	0	0	0	0	0	0	0
ZBTB11	0	0	0	0	-1	0	0	0	0	0	0	0
FGR	-1	0	0	0	0	0	-1	0	0	0	0	0
EIF4A1	0	0	0	0	1	0	0	0	0	0	0	0
STC1	0	0	0	0	0	0	0	0	1	0	0	0
ACCS	0	0	0	0	0	1	0	0	0	0	0	0
GALNT11	0	0	0	1	0	0	0	0	0	0	0	0
ZNF503	0	-1	0	0	0	0	0	0	0	0	0	0
DNAL4	0	0	0	0	0	0	0	-1	0	0	-1	0
NOL9	0	0	0	0	0	0	0	0	0	0	-1	0
CARM1	0	0	0	0	0	0	0	0	0	0	0	1
BEST1	0	0	0	0	0	0	0	0	0	0	1	1
KEL	0	0	0	0	1	0	0	0	0	0	0	0
BANK1	0	0	0	0	-1	0	0	0	0	0	0	0
BMPR1A	0	0	0	0	0	0	0	1	0	0	0	0
SLC13A3	0	0	1	0	0	1	0	0	0	0	0	0
CCT5	0	0	0	0	0	-1	0	0	0	0	0	-1
KIAA2026	0	0	0	0	0	0	0	0	0	0	-1	0
CDC40	0	0	-1	0	0	0	0	0	0	0	0	0
STK17B	0	0	-1	0	-1	0	0	0	0	0	0	0
GDAP1	0	0	0	1	0	0	1	0	0	0	0	0
TNFRSF1B	0	0	0	0	1	0	0	0	0	0	1	1
MGLL	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP18	0	0	0	0	0	1	0	0	0	0	0	1
NRROS	-1	0	0	0	0	0	-1	0	0	0	0	0
TUBB6	0	0	0	0	0	-1	0	0	0	0	0	0
DMTN	0	0	0	0	1	0	0	0	0	0	1	0
ADAMTS1	-1	0	0	0	0	0	0	0	0	0	0	0
VEGFC	0	0	0	0	0	1	0	0	0	0	0	0
ACAD10	0	0	0	0	0	0	0	0	0	0	0	1
SAPCD1	0	0	0	0	0	1	0	0	0	0	0	0
SAMD11	0	0	0	0	0	0	0	0	0	0	1	0
GINS2	0	0	0	0	0	1	0	0	0	0	0	0
COL4A6	0	0	0	0	0	0	0	0	0	0	0	1
KCTD4	0	0	0	0	0	0	0	0	0	0	-1	0
VEGFA	0	0	0	0	1	0	0	0	0	0	0	0
CDC16	0	0	0	0	0	0	0	0	0	0	-1	0
SLC20A2	0	0	0	1	0	0	1	0	0	0	0	0
TNFSF10	0	0	0	0	0	0	0	0	0	0	0	1
PRKX	0	0	0	0	-1	1	0	0	0	0	0	0
HS1BP3	0	0	0	-1	0	0	0	0	0	0	0	0
PGPEP1	0	0	0	0	0	0	0	0	0	-1	0	0
VPS13C	0	0	0	0	-1	0	0	0	0	0	-1	0
SCARB1	0	0	0	0	0	0	0	0	0	0	1	0
COX7B	0	0	0	0	0	-1	0	0	0	0	0	0
PDIK1L	0	0	0	0	0	0	0	0	0	0	-1	0
GGT7	0	0	0	0	0	1	0	0	0	0	0	0
CRY2	0	1	0	0	0	0	0	0	0	0	0	0
DSCAM	0	0	0	0	0	0	0	0	0	0	-1	0
MAGOHB	0	0	0	0	0	-1	0	0	0	0	0	0
PLXDC2	0	0	0	0	0	0	0	0	0	0	1	0
ARL6IP6	0	0	0	0	0	0	0	0	0	0	-1	0
DLG1	0	0	0	0	0	0	0	0	0	0	0	-1
RIC8A	0	0	0	0	0	0	0	0	-1	0	0	0
AASS	0	0	0	0	0	-1	0	0	0	0	0	0
PAG1	0	0	0	0	0	0	0	0	0	0	-1	0
F3	0	0	-1	0	0	0	0	0	0	0	1	0
TRIM27	0	0	0	0	0	0	0	0	0	0	-1	0
STK40	0	0	0	0	1	0	0	0	0	0	0	0
NECAB1	0	0	0	0	0	0	0	0	0	0	1	0
TBC1D30	0	0	0	0	0	0	0	0	0	0	0	-1
HPS1	0	0	0	0	0	0	0	0	0	0	0	1
PCK1	-1	0	0	0	0	0	0	0	0	0	0	0
ZDHHC8	0	0	1	0	1	0	0	0	0	0	0	0
PSMB5	0	0	0	0	1	0	0	0	0	0	0	0
ZMYM3	0	0	0	0	0	0	0	0	0	0	0	1
MYCL	0	0	0	0	0	0	0	0	0	-1	0	0
CAB39	0	0	0	1	0	0	0	0	0	0	0	0
NR2C1	0	0	0	0	0	0	0	0	0	0	-1	0
ADAMTS5	-1	0	0	0	0	0	0	0	0	0	0	0
MPP7	0	0	0	1	0	1	0	0	0	0	-1	0
CDAN1	0	0	0	0	1	0	0	0	0	0	0	0
COQ10B	0	0	0	0	0	-1	0	0	0	0	0	0
S100A4	0	0	0	0	0	0	0	0	0	0	1	0
KL	0	0	0	0	0	0	0	0	0	0	1	0
GOLGA7B	0	0	0	0	0	0	0	0	0	0	0	-1
MYH11	0	0	0	0	-1	0	0	0	0	0	0	0
PRKD1	0	0	0	0	0	0	0	0	0	0	0	1
GBA2	0	0	0	0	1	0	0	0	0	0	0	0
CASS4	0	0	0	0	0	0	0	0	-1	0	0	0
ASPA	0	0	0	0	0	0	0	0	0	0	1	0
MGME1	0	0	0	0	0	0	0	0	0	0	-1	0
AVPI1	0	0	0	0	0	0	0	0	0	0	0	-1
FOCAD	1	0	0	0	0	0	0	0	0	0	0	0
TRAPPC8	0	0	0	0	-1	0	0	0	0	0	0	0
IFI44	0	1	0	0	0	0	0	0	0	0	0	0
CEP83	0	0	0	0	0	0	0	0	0	0	0	-1
LRCH2	0	0	0	0	0	0	0	0	0	0	-1	0
OCIAD1	0	0	0	1	0	0	1	0	0	0	0	0
ASXL1	0	0	1	0	0	0	0	0	0	0	0	0
CPM	0	0	0	0	0	0	-1	0	0	0	0	0
ACAA2	0	0	0	0	1	0	0	0	0	0	0	0
PRPF19	0	0	0	0	0	-1	0	0	0	0	0	0
GLG1	0	0	0	0	0	0	1	0	0	0	0	0
PPP1R36	1	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2	0	0	0	0	1	0	0	0	0	0	0	0
GRK4	0	0	0	0	0	0	0	0	0	0	-1	0
NOTCH2	0	0	0	0	0	0	0	0	0	0	1	0
KIAA0895	0	0	0	0	0	0	0	0	0	0	-1	0
PISD	0	0	0	0	0	-1	0	0	0	0	0	0
TRIM23	0	0	0	0	0	0	0	0	0	0	-1	0
C16orf92	0	0	0	0	0	0	0	0	0	0	-1	0
URI1	0	0	0	0	0	0	1	0	0	0	0	0
KLHL8	0	0	0	0	0	0	1	0	0	0	0	0
SCN5A	0	0	0	0	0	0	0	0	0	0	1	0
SHROOM2	1	0	0	0	0	0	0	0	0	0	0	0
SPP1	0	0	0	0	0	0	0	0	0	0	1	0
TMEM138	0	0	0	-1	0	0	0	0	0	0	0	0
NFE2	0	0	0	0	1	0	0	0	0	0	0	0
CDK18	0	0	0	0	1	0	0	0	0	0	0	0
ZNF583	0	-1	0	0	0	0	0	0	0	0	0	0
GUF1	0	0	0	1	0	0	0	0	0	0	-1	0
CRH	0	0	1	0	0	0	0	0	0	0	0	0
APC2	0	0	0	0	0	0	0	0	0	0	1	0
MFAP5	-1	0	0	0	0	0	0	0	0	0	0	0
STK26	0	0	0	0	-1	0	0	0	0	0	0	0
U2AF2	0	0	1	0	0	0	0	0	0	0	0	0
SEC22B	0	0	0	-1	0	0	0	0	0	0	0	0
CLSTN3	0	0	0	0	0	-1	0	0	0	0	0	0
SYAP1	0	0	0	-1	-1	0	0	0	0	0	0	-1
SMARCC1	0	0	0	0	-1	0	0	0	0	0	0	0
CD302	0	0	0	0	0	0	0	0	0	0	1	0
SDC1	0	0	0	0	0	0	0	0	0	0	1	0
WNT5B	0	0	0	0	0	0	0	0	0	0	1	1
SELPLG	-1	0	0	0	0	0	-1	0	0	0	0	0
CPEB3	0	0	0	0	0	1	0	0	0	0	0	0
SHISA6	0	0	-1	0	0	0	0	0	0	0	0	0
CYP51A1	0	0	0	0	0	-1	0	0	0	0	0	-1
MAOB	0	1	0	0	0	0	0	0	0	0	0	0
C1RL	-1	0	0	0	0	0	-1	0	0	0	0	0
ZNF687	0	0	0	0	0	0	0	0	0	0	0	1
UNC45A	0	0	0	0	1	0	0	0	0	0	0	0
THAP2	0	0	0	0	0	0	0	0	0	0	-1	0
RNF122	0	0	0	0	0	0	0	0	1	0	0	0
MOB3A	0	0	0	-1	0	0	0	0	0	-1	0	1
FAM229B	0	0	0	0	-1	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	1	0	0	0	0	0	0	0
RRP1	0	0	0	0	0	-1	0	0	0	0	0	0
TCP11L2	0	0	0	0	0	1	0	0	0	0	0	0
RASGRP2	0	0	0	0	0	0	0	0	0	0	1	0
PSMD14	0	-1	0	0	0	0	0	0	0	0	0	0
KIDINS220	0	-1	0	0	0	0	0	0	0	0	0	0
GSK3B	0	0	0	0	0	0	0	0	1	0	0	0
USP1	0	0	0	0	0	0	0	0	0	0	-1	0
KLHDC8B	0	0	0	0	1	0	0	0	0	0	0	0
MTERF3	0	0	-1	0	0	0	0	0	0	0	-1	0
CARD10	0	0	0	0	1	0	0	0	0	0	0	0
SCNN1A	0	0	0	0	0	0	0	0	0	0	0	1
ECE1	-1	0	0	0	0	0	0	0	0	0	0	0
RWDD3	0	0	0	0	0	1	0	0	0	0	0	0
PPIL6	0	0	0	0	0	1	0	0	0	0	0	0
ZFC3H1	0	0	0	0	0	0	0	0	1	0	-1	0
LCP1	0	0	0	-1	0	0	0	0	0	0	0	0
GIMAP8	0	0	0	0	0	0	-1	0	0	0	0	0
CARS	0	0	0	0	0	-1	0	0	0	0	0	0
GTPBP2	0	0	0	0	0	1	0	0	0	0	0	0
ACSL3	0	0	0	0	0	-1	0	0	0	0	0	0
TXN2	0	0	0	0	1	-1	0	0	0	0	0	0
PDGFB	0	0	0	1	0	0	0	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0	0	1	0	0
THAP1	0	0	0	0	0	0	0	0	0	0	-1	0
ZNF536	0	0	0	0	0	0	0	0	0	0	-1	0
TRIP10	0	0	0	0	0	0	0	0	0	0	0	1
WRAP73	0	1	0	0	0	0	0	0	0	0	0	0
MAPK8IP1	0	0	0	0	1	0	0	0	0	0	0	0
GLIPR2	0	0	0	0	0	0	0	0	0	0	1	0
POSTN	0	0	0	-1	0	0	0	0	0	0	0	0
CHRDL1	0	0	0	0	-1	0	0	0	0	0	0	0
MAP1LC3A	0	0	1	0	0	1	0	0	0	0	1	0
VPS13D	0	0	0	0	0	0	0	0	1	0	0	0
SPIRE1	0	0	0	0	1	0	0	0	0	0	0	0
THAP11	0	0	0	0	0	0	0	0	0	0	0	1
KBTBD12	0	0	0	0	0	0	1	0	0	0	0	0
MAD2L2	0	0	0	0	0	0	0	0	0	0	0	1
SAT2	0	0	0	0	0	0	0	0	0	0	1	0
PSAP	0	0	0	0	0	0	0	0	0	0	0	1
VSTM2L	0	0	0	0	0	0	0	0	0	0	1	0
INO80	1	0	0	0	0	0	0	0	0	0	0	0
TMCC3	0	0	0	-1	0	0	0	0	0	0	0	0
SETDB1	0	0	0	0	0	1	0	0	0	0	0	0
TP53INP1	0	0	0	0	-1	0	0	0	0	0	0	0
LYAR	0	0	0	0	0	0	0	0	0	0	-1	0
RASGEF1A	0	0	0	0	0	0	0	0	0	0	1	0
ARMC6	0	0	0	0	1	0	0	0	0	0	0	0
CCDC120	0	0	0	0	1	0	0	0	0	0	0	1
ANKS1A	0	0	0	0	0	0	0	0	0	0	0	1
PARD6A	0	0	0	0	0	0	0	-1	0	0	1	0
ZC3H7A	0	0	0	0	0	1	0	0	0	0	0	0
ATP6AP2	0	-1	0	0	0	0	0	0	0	0	0	0
MATK	0	0	0	0	0	0	0	0	-1	0	1	0
COQ3	0	0	0	0	0	0	0	0	0	0	-1	0
S100A6	0	0	0	0	0	0	0	0	0	0	1	0
DCP1B	0	0	0	0	0	0	0	0	0	0	0	1
AHDC1	0	0	0	0	0	0	1	0	0	0	0	0
PAIP2B	0	0	0	0	-1	0	0	0	0	0	0	0
GSE1	0	0	0	0	0	0	0	0	0	1	0	0
ZFAND4	0	0	0	0	0	0	0	0	0	1	0	0
CREBL2	0	0	0	0	0	1	0	0	0	0	0	0
ALDH4A1	0	0	0	0	0	0	0	0	0	0	1	0
MAN1C1	0	0	0	0	0	1	0	0	0	0	0	0
TADA3	0	0	0	0	0	0	0	0	0	0	0	1
TLR2	-1	0	0	0	0	0	0	0	0	0	1	0
RNPC3	0	0	0	0	-1	0	0	0	0	0	0	0
NIPBL	0	0	0	0	0	0	0	0	1	0	0	0
TMEM109	0	0	0	0	0	1	0	0	0	0	0	0
SLC12A8	1	0	0	0	0	0	0	0	0	0	0	0
VDAC3	0	0	0	0	0	-1	0	0	0	0	0	0
SMIM1	0	0	0	0	1	1	0	0	0	0	1	0
ADHFE1	-1	0	0	0	0	0	-1	0	0	0	0	0
RRS1	0	0	0	0	0	-1	0	0	0	0	0	0
SAE1	0	0	0	0	0	-1	0	0	0	0	0	0
PKIB	-1	0	0	0	0	0	0	0	0	0	0	0
ZNF787	0	0	0	0	1	0	0	0	0	0	0	0
ADGRB2	0	0	0	0	0	0	0	0	0	0	1	0
CPQ	0	0	0	0	0	1	0	0	0	0	0	0
RSRP1	0	0	0	0	0	1	0	0	0	0	0	0
ZNF580	0	0	1	-1	0	0	0	0	0	0	0	0
ATF6B	0	0	0	0	0	0	0	0	0	0	0	1
SLC10A7	0	0	0	0	0	0	0	0	0	0	-1	0
TXLNG	0	-1	-1	-1	-1	0	-1	0	0	0	0	-1
RUNX3	0	0	0	0	0	0	0	0	0	0	1	0
ARHGAP6	-1	0	0	0	0	0	0	0	0	0	0	0
FLNB	0	0	0	0	0	0	0	0	0	1	0	0
TAF13	0	0	0	0	0	-1	0	0	0	0	0	0
C3orf58	0	0	0	0	0	0	-1	0	0	0	0	0
SLC32A1	0	0	1	0	0	0	0	0	0	0	0	0
CAPN10	0	0	0	0	1	0	0	0	0	0	0	1
S1PR4	0	0	0	0	0	0	0	0	-1	0	0	0
RAB11FIP5	-1	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIP	0	0	0	0	0	0	0	0	0	0	-1	0
LDLR	0	0	0	0	0	-1	0	0	0	0	0	0
PLCL1	0	0	0	1	0	0	0	0	0	0	0	0
TMX4	0	0	0	0	0	0	0	0	0	1	0	0
KIAA1671	0	0	0	0	0	1	0	0	0	0	0	0
PTPRN2	0	0	0	0	0	0	1	0	0	0	0	0
RHBDD2	0	0	0	0	0	0	1	0	0	0	0	0
TRIB2	0	0	0	1	0	0	0	0	0	0	0	0
TRIM55	0	-1	0	0	0	0	0	0	0	0	0	0
PANK3	0	0	0	0	0	-1	0	0	0	0	0	0
UFM1	0	0	0	0	0	0	0	0	0	0	-1	0
TRIOBP	0	0	0	0	0	0	0	0	0	0	1	0
ACSM5	-1	0	0	0	0	0	0	0	0	0	0	0
MPPE1	0	0	0	0	0	0	0	0	0	0	0	1
C18orf32	0	0	0	0	0	0	0	0	0	0	0	-1
SEC24D	0	0	-1	0	0	0	0	0	0	0	-1	0
SLC9A9	0	0	0	-1	0	0	0	0	0	0	0	0
SLC35F6	0	0	0	-1	1	0	0	0	-1	0	0	0
ELP6	0	0	0	0	0	-1	0	0	-1	0	0	0
USP3	0	0	0	0	0	0	0	0	1	0	0	0
CNN3	0	0	0	0	-1	0	0	0	0	0	0	0
HAUS6	0	0	0	0	0	0	0	0	0	0	-1	0
RCSD1	-1	0	0	0	-1	0	0	0	0	0	0	0
ALDH1L2	0	0	0	1	0	0	0	0	0	0	0	0
ICAM1	0	0	0	0	0	0	0	0	0	0	0	1
SUSD2	0	0	0	0	0	0	0	0	0	0	1	0
MAPK12	0	0	0	0	0	0	0	0	0	0	1	0
NQO1	0	0	0	0	0	0	0	0	0	0	1	0
FAM160B2	0	0	0	0	0	0	0	0	0	0	0	1
NEFL	0	0	0	0	0	0	0	0	0	0	1	0
THEMIS2	-1	0	0	0	0	0	-1	0	0	0	0	0
MCM9	1	0	0	0	0	0	0	0	0	0	0	0
TRIM35	0	0	0	0	0	-1	0	0	0	0	0	0
GTF2A2	0	0	0	0	0	-1	0	0	0	0	0	0
PCGF5	0	0	0	0	0	-1	0	0	0	0	0	0
FAM184A	0	0	0	0	-1	0	0	0	0	0	0	0
VAMP3	0	0	0	1	0	0	0	0	0	0	0	0
GLRB	0	0	0	0	0	0	0	0	0	0	0	1
KCNH8	0	0	0	0	0	0	0	0	0	0	-1	0
RWDD2B	1	0	0	1	0	0	0	0	0	0	0	0
RASGRP1	0	0	0	0	0	1	0	0	0	0	0	0
TBC1D10B	0	0	0	0	1	0	0	0	0	0	0	0
NADK	0	0	0	-1	0	0	0	0	0	0	0	0
SLC7A8	-1	0	0	0	0	0	0	0	0	0	0	0
DAPK3	0	0	0	0	1	0	0	0	0	0	0	0
CD164	0	0	0	0	0	0	1	0	0	0	0	0
ARRDC2	-1	0	0	0	0	0	0	0	0	0	0	0
RARRES2	-1	0	0	0	0	0	0	0	0	0	0	0
GADD45A	0	0	0	0	0	0	0	0	0	0	1	0
FAM13C	0	0	0	0	0	1	0	0	0	0	0	0
BID	0	0	0	-1	0	0	0	0	0	0	0	0
PUF60	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRL	0	0	0	0	0	1	0	0	0	0	0	0
JAK3	0	0	0	0	0	0	-1	0	0	0	0	0
PNISR	0	0	0	0	0	1	0	0	0	0	0	0
PDGFC	0	0	0	0	0	0	0	0	0	0	1	0
EGFLAM	0	0	0	0	0	0	0	0	0	0	1	0
PIKFYVE	0	0	0	0	-1	0	0	0	0	0	0	0
GUCY1B3	0	0	0	0	1	0	0	0	0	0	0	0
NCDN	0	0	0	0	0	0	0	0	0	-1	0	0
TSPAN9	0	0	0	0	0	0	0	0	0	0	1	0
EHD4	-1	0	0	0	0	0	0	0	0	0	0	0
WDR43	0	0	0	0	0	-1	0	0	0	0	0	0
CMBL	0	0	0	1	0	0	0	0	0	0	0	0
COL4A2	-1	0	0	0	0	0	0	0	0	0	0	0
DHX16	0	0	0	0	0	0	0	0	0	0	-1	0
TLN1	0	0	0	-1	0	0	0	0	0	0	0	0
MITD1	0	0	0	0	0	0	0	0	0	0	-1	0
MBD2	0	-1	0	0	0	0	0	0	0	0	0	0
CECR2	0	0	0	1	0	0	0	0	0	0	0	0
DGCR8	0	0	0	0	1	0	0	0	0	0	0	0
RANBP1	0	0	0	0	0	-1	0	0	0	0	0	0
TNNC2	0	0	0	0	-1	0	0	0	0	0	0	0
TBX3	0	0	0	0	0	0	0	0	0	0	1	0
STK33	0	0	0	0	0	0	1	0	0	0	0	0
MORN4	0	0	0	0	0	1	0	0	0	0	0	0
POLR1C	0	0	0	0	0	-1	0	0	0	0	0	0
IL2RB	0	0	0	0	1	0	0	0	0	0	0	0
FTO	0	0	0	0	0	0	1	0	0	0	0	0
CD244	0	0	0	0	0	1	0	0	0	0	0	0
PPP3CA	0	0	-1	0	0	0	0	0	0	0	0	0
PIM3	0	0	0	-1	0	0	0	0	0	0	0	0
SLC26A6	0	0	0	0	0	1	0	0	0	-1	0	0
TPM2	0	0	0	1	0	0	0	0	0	0	0	0
FADS3	0	0	0	0	0	0	0	0	0	0	1	1
PNMA2	0	0	0	0	0	0	0	0	0	0	0	-1
LOXL2	0	0	0	0	1	-1	0	0	0	0	0	0
