Row.names,Gene.human.stable.ID,Macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID
ELOVL4,ENSG00000118402,ENSMFAG00000036147,ENSMUSG00000032262,ENSRNOG00000009773,ENSCAFG00000030132
ELOVL5,ENSG00000012660,ENSMFAG00000040521,ENSMUSG00000032349,ENSRNOG00000006331,ENSCAFG00000002276
ELOVL7,ENSG00000164181,ENSMFAG00000037893,ENSMUSG00000021696,ENSRNOG00000010450,ENSCAFG00000007140
ELP2,ENSG00000134759,ENSMFAG00000001408,ENSMUSG00000024271,ENSRNOG00000015301,ENSCAFG00000017840
ELP3,ENSG00000134014,ENSMFAG00000000785,ENSMUSG00000022031,ENSRNOG00000014291,ENSCAFG00000008314
ELP5,ENSG00000170291,ENSMFAG00000038563,ENSMUSG00000018565,ENSRNOG00000027628,ENSCAFG00000016117
ELP6,ENSG00000163832,ENSMFAG00000042895,ENSMUSG00000054836,ENSRNOG00000020847,ENSCAFG00000013172
EMB,ENSG00000170571,ENSMFAG00000003525,ENSMUSG00000021728,ENSRNOG00000060329,ENSCAFG00000018487
EMC1,ENSG00000127463,ENSMFAG00000000226,ENSMUSG00000078517,ENSRNOG00000018097,ENSCAFG00000015221
EMC10,ENSG00000161671,ENSMFAG00000000496,ENSMUSG00000008140,ENSRNOG00000019532,ENSCAFG00000002973
EMC3,ENSG00000125037,ENSMFAG00000001896,ENSMUSG00000030286,ENSRNOG00000009934,ENSCAFG00000005202
EMC4,ENSG00000128463,ENSMFAG00000038451,ENSMUSG00000027131,ENSRNOG00000005719,ENSCAFG00000007959
EMC6,ENSG00000127774,ENSMFAG00000027122,ENSMUSG00000047260,ENSRNOG00000019352,ENSCAFG00000019349
EMC7,ENSG00000134153,ENSMFAG00000038054,ENSMUSG00000055943,ENSRNOG00000005884,ENSCAFG00000029792
EMC8,ENSG00000131148,ENSMFAG00000034372,ENSMUSG00000031819,ENSRNOG00000017654,ENSCAFG00000019922
EMC9,ENSG00000100908,ENSMFAG00000042583,ENSMUSG00000022217,ENSRNOG00000019162,ENSCAFG00000011956
EMCN,ENSG00000164035,ENSMFAG00000044968,ENSMUSG00000054690,ENSRNOG00000022910,ENSCAFG00000032716
EMD,ENSG00000102119,ENSMFAG00000045316,ENSMUSG00000001964,ENSRNOG00000058882,ENSCAFG00000032560
EME1,ENSG00000154920,ENSMFAG00000040987,ENSMUSG00000039055,ENSRNOG00000024420,ENSCAFG00000017033
EMID1,ENSG00000186998,ENSMFAG00000028913,ENSMUSG00000034164,ENSRNOG00000033575,ENSCAFG00000012106
EMILIN1,ENSG00000138080,ENSMFAG00000029007,ENSMUSG00000029163,ENSRNOG00000008246,ENSCAFG00000004662
EMILIN2,ENSG00000132205,ENSMFAG00000037105,ENSMUSG00000024053,ENSRNOG00000014837,ENSCAFG00000018427
EMILIN3,ENSG00000183798,ENSMFAG00000045816,ENSMUSG00000050700,ENSRNOG00000016734,ENSCAFG00000009178
EML1,ENSG00000066629,ENSMFAG00000043375,ENSMUSG00000058070,ENSRNOG00000043143,ENSCAFG00000017867
EML3,ENSG00000149499,ENSMFAG00000037614,ENSMUSG00000071647,ENSRNOG00000019873,ENSCAFG00000015795
EML4,ENSG00000143924,ENSMFAG00000043115,ENSMUSG00000032624,ENSRNOG00000030294,ENSCAFG00000006510
EML5,ENSG00000165521,ENSMFAG00000034011,ENSMUSG00000051166,ENSRNOG00000004207,ENSCAFG00000017458
EML6,ENSG00000214595,ENSMFAG00000044453,ENSMUSG00000044072,ENSRNOG00000037462,ENSCAFG00000002762
EMP1,ENSG00000134531,ENSMFAG00000043316,ENSMUSG00000030208,ENSRNOG00000008676,ENSCAFG00000031033
EMP2,ENSG00000213853,ENSMFAG00000004586,ENSMUSG00000022505,ENSRNOG00000002664,ENSCAFG00000018959
EMP3,ENSG00000142227,ENSMFAG00000032947,ENSMUSG00000040212,ENSRNOG00000021104,ENSCAFG00000004034
EMX1,ENSG00000135638,ENSMFAG00000003754,ENSMUSG00000033726,ENSRNOG00000015493,ENSCAFG00000030229
EMX2,ENSG00000170370,ENSMFAG00000041699,ENSMUSG00000043969,ENSRNOG00000009482,ENSCAFG00000011987
EN1,ENSG00000163064,ENSMFAG00000039390,ENSMUSG00000058665,ENSRNOG00000056580,ENSCAFG00000032481
ENAH,ENSG00000154380,ENSMFAG00000019058,ENSMUSG00000022995,ENSRNOG00000031934,ENSCAFG00000016185
ENC1,ENSG00000171617,ENSMFAG00000030568,ENSMUSG00000041773,ENSRNOG00000016541,ENSCAFG00000008289
ENDOD1,ENSG00000149218,ENSMFAG00000037393,ENSMUSG00000037419,ENSRNOG00000024757,ENSCAFG00000004129
ENDOG,ENSG00000167136,ENSMFAG00000044505,ENSMUSG00000015337,ENSRNOG00000016033,ENSCAFG00000020036
ENDOU,ENSG00000111405,ENSMFAG00000045723,ENSMUSG00000022468,ENSRNOG00000056446,ENSCAFG00000009199
ENDOV,ENSG00000173818,ENSMFAG00000044601,ENSMUSG00000039850,ENSRNOG00000003699,ENSCAFG00000005684
ENG,ENSG00000106991,ENSMFAG00000034473,ENSMUSG00000026814,ENSRNOG00000050190,ENSCAFG00000020106
ENGASE,ENSG00000167280,ENSMFAG00000002759,ENSMUSG00000033857,ENSRNOG00000027498,ENSCAFG00000005545
ENKD1,ENSG00000124074,ENSMFAG00000031412,ENSMUSG00000013155,ENSRNOG00000024364,ENSCAFG00000020350
ENKUR,ENSG00000151023,ENSMFAG00000003027,ENSMUSG00000026679,ENSRNOG00000018631,ENSCAFG00000004264
ENO3,ENSG00000108515,ENSMFAG00000030756,ENSMUSG00000060600,ENSRNOG00000004078,ENSCAFG00000015802
ENO4,ENSG00000188316,ENSMFAG00000038492,ENSMUSG00000048029,ENSRNOG00000018310,ENSCAFG00000011891
ENOX1,ENSG00000120658,ENSMFAG00000025611,ENSMUSG00000022012,ENSRNOG00000047817,ENSCAFG00000004644
ENOX2,ENSG00000165675,ENSMFAG00000003196,ENSMUSG00000031109,ENSRNOG00000030622,ENSCAFG00000018777
ENPEP,ENSG00000138792,ENSMFAG00000043564,ENSMUSG00000028024,ENSRNOG00000051854,ENSCAFG00000011580
ENPP1,ENSG00000197594,ENSMFAG00000036178,ENSMUSG00000037370,ENSRNOG00000013994,ENSCAFG00000000001
ENPP2,ENSG00000136960,ENSMFAG00000002827,ENSMUSG00000022425,ENSRNOG00000004089,ENSCAFG00000000865
ENPP3,ENSG00000154269,ENSMFAG00000040950,ENSMUSG00000019989,ENSRNOG00000013791,ENSCAFG00000000367
ENPP4,ENSG00000001561,ENSMFAG00000044542,ENSMUSG00000023961,ENSRNOG00000010174,ENSCAFG00000002020
ENPP5,ENSG00000112796,ENSMFAG00000035447,ENSMUSG00000023960,ENSRNOG00000010232,ENSCAFG00000002021
ENPP6,ENSG00000164303,ENSMFAG00000038701,ENSMUSG00000038173,ENSRNOG00000009660,ENSCAFG00000007793
ENTPD2,ENSG00000054179,ENSMFAG00000043619,ENSMUSG00000015085,ENSRNOG00000013102,ENSCAFG00000019522
ENTPD3,ENSG00000168032,ENSMFAG00000004057,ENSMUSG00000041608,ENSRNOG00000018982,ENSCAFG00000005128
ENTPD5,ENSG00000187097,ENSMFAG00000001083,ENSMUSG00000021236,ENSRNOG00000033206,ENSCAFG00000025238
ENTPD6,ENSG00000197586,ENSMFAG00000000133,ENSMUSG00000033068,ENSRNOG00000007427,ENSCAFG00000004371
ENTPD8,ENSG00000188833,ENSMFAG00000002502,ENSMUSG00000036813,ENSRNOG00000009239,ENSCAFG00000019434
EOGT,ENSG00000163378,ENSMFAG00000041998,ENSMUSG00000035245,ENSRNOG00000024533,ENSCAFG00000006563
EOMES,ENSG00000163508,ENSMFAG00000002012,ENSMUSG00000032446,ENSRNOG00000042140,ENSCAFG00000005510
EP300,ENSG00000100393,ENSMFAG00000039593,ENSMUSG00000055024,ENSRNOG00000000190,ENSCAFG00000001125
EP400,ENSG00000183495,ENSMFAG00000041477,ENSMUSG00000029505,ENSRNOG00000037483,ENSCAFG00000006377
EPAS1,ENSG00000116016,ENSMFAG00000004035,ENSMUSG00000024140,ENSRNOG00000021318,ENSCAFG00000002627
EPB41,ENSG00000159023,ENSMFAG00000046344,ENSMUSG00000028906,ENSRNOG00000010037,ENSCAFG00000011677
EPB41L2,ENSG00000079819,ENSMFAG00000025691,ENSMUSG00000019978,ENSRNOG00000012346,ENSCAFG00000001136
EPB41L3,ENSG00000082397,ENSMFAG00000032905,ENSMUSG00000024044,ENSRNOG00000016724,ENSCAFG00000018575
EPB41L4A,ENSG00000129595,ENSMFAG00000000281,ENSMUSG00000024376,ENSRNOG00000026050,ENSCAFG00000007361
EPB41L4B,ENSG00000095203,ENSMFAG00000039720,ENSMUSG00000028434,ENSRNOG00000056550,ENSCAFG00000002847
EPB41L5,ENSG00000115109,ENSMFAG00000000388,ENSMUSG00000026383,ENSRNOG00000002538,ENSCAFG00000004855
EPB42,ENSG00000166947,ENSMFAG00000043159,ENSMUSG00000023216,ENSRNOG00000011649,ENSCAFG00000011974
EPC1,ENSG00000120616,ENSMFAG00000038306,ENSMUSG00000024240,ENSRNOG00000014834,ENSCAFG00000004100
EPC2,ENSG00000135999,ENSMFAG00000002751,ENSMUSG00000069495,ENSRNOG00000029447,ENSCAFG00000005565
EPCAM,ENSG00000119888,ENSMFAG00000003661,ENSMUSG00000045394,ENSRNOG00000015667,ENSCAFG00000002653
EPDR1,ENSG00000086289,ENSMFAG00000001101,ENSMUSG00000002808,ENSRNOG00000060141,ENSCAFG00000031158
EPG5,ENSG00000152223,ENSMFAG00000042030,ENSMUSG00000039840,ENSRNOG00000052894,ENSCAFG00000017660
EPGN,ENSG00000182585,ENSMFAG00000033022,ENSMUSG00000035020,ENSRNOG00000002782,ENSCAFG00000003070
EPHA1,ENSG00000146904,ENSMFAG00000035468,ENSMUSG00000029859,ENSRNOG00000017525,ENSCAFG00000003578
EPHA3,ENSG00000044524,ENSMFAG00000031166,ENSMUSG00000052504,ENSRNOG00000030285,ENSCAFG00000008741
EPHA4,ENSG00000116106,ENSMFAG00000037109,ENSMUSG00000026235,ENSRNOG00000013213,ENSCAFG00000015936
EPHA5,ENSG00000145242,ENSMFAG00000002837,ENSMUSG00000029245,ENSRNOG00000002024,ENSCAFG00000002714
EPHA6,ENSG00000080224,ENSMFAG00000000192,ENSMUSG00000055540,ENSRNOG00000029184,ENSCAFG00000009081
EPHA7,ENSG00000135333,ENSMFAG00000033589,ENSMUSG00000028289,ENSRNOG00000007030,ENSCAFG00000003332
EPHA8,ENSG00000070886,ENSMFAG00000037600,ENSMUSG00000028661,ENSRNOG00000013036,ENSCAFG00000023528
EPHB1,ENSG00000154928,ENSMFAG00000002358,ENSMUSG00000032537,ENSRNOG00000007865,ENSCAFG00000006971
EPHB3,ENSG00000182580,ENSMFAG00000037014,ENSMUSG00000005958,ENSRNOG00000031801,ENSCAFG00000013005
EPHB4,ENSG00000196411,ENSMFAG00000035528,ENSMUSG00000029710,ENSRNOG00000045952,ENSCAFG00000014162
EPHB6,ENSG00000106123,ENSMFAG00000039585,ENSMUSG00000029869,ENSRNOG00000014367,ENSCAFG00000003745
EPHX2,ENSG00000120915,ENSMFAG00000036427,ENSMUSG00000022040,ENSRNOG00000017286,ENSCAFG00000008438
EPHX3,ENSG00000105131,ENSMFAG00000001020,ENSMUSG00000037577,ENSRNOG00000027319,ENSCAFG00000029522
EPHX4,ENSG00000172031,ENSMFAG00000035355,ENSMUSG00000033805,ENSRNOG00000023389,ENSCAFG00000029812
EPM2A,ENSG00000112425,ENSMFAG00000036673,ENSMUSG00000055493,ENSRNOG00000040242,ENSCAFG00000000329
EPM2AIP1,ENSG00000178567,ENSMFAG00000025920,ENSMUSG00000046785,ENSRNOG00000043006,ENSCAFG00000004777
EPN1,ENSG00000063245,ENSMFAG00000046310,ENSMUSG00000035203,ENSRNOG00000015753,ENSCAFG00000002531
EPN2,ENSG00000072134,ENSMFAG00000046054,ENSMUSG00000001036,ENSRNOG00000060550,ENSCAFG00000018209
EPN3,ENSG00000049283,ENSMFAG00000042812,ENSMUSG00000010080,ENSRNOG00000003284,ENSCAFG00000017080
EPOR,ENSG00000187266,ENSMFAG00000038076,ENSMUSG00000006235,ENSRNOG00000012619,ENSCAFG00000017411
EPRS,ENSG00000136628,ENSMFAG00000041902,ENSMUSG00000026615,ENSRNOG00000002393,ENSCAFG00000010873
EPS15,ENSG00000085832,ENSMFAG00000044060,ENSMUSG00000028552,ENSRNOG00000010299,ENSCAFG00000003871
EPS15L1,ENSG00000127527,ENSMFAG00000000444,ENSMUSG00000006276,ENSRNOG00000013502,ENSCAFG00000015735
EPS8,ENSG00000151491,ENSMFAG00000001399,ENSMUSG00000015766,ENSRNOG00000007047,ENSCAFG00000012724
EPS8L1,ENSG00000131037,ENSMFAG00000000977,ENSMUSG00000006154,ENSRNOG00000027942,ENSCAFG00000002628
EPS8L2,ENSG00000177106,ENSMFAG00000043728,ENSMUSG00000025504,ENSRNOG00000018336,ENSCAFG00000025183
EPSTI1,ENSG00000133106,ENSMFAG00000040540,ENSMUSG00000022014,ENSRNOG00000009471,ENSCAFG00000011681
ERAL1,ENSG00000132591,ENSMFAG00000000501,ENSMUSG00000020832,ENSRNOG00000010673,ENSCAFG00000018813
ERAP1,ENSG00000164307,ENSMFAG00000043440,ENSMUSG00000021583,ENSRNOG00000009997,ENSCAFG00000007810
ERBB3,ENSG00000065361,ENSMFAG00000040171,ENSMUSG00000018166,ENSRNOG00000004964,ENSCAFG00000000097
ERBB4,ENSG00000178568,ENSMFAG00000042352,ENSMUSG00000062209,ENSRNOG00000014248,ENSCAFG00000023258
ERC1,ENSG00000082805,ENSMFAG00000032999,ENSMUSG00000030172,ENSRNOG00000009264,ENSCAFG00000015874
ERC2,ENSG00000187672,ENSMFAG00000043152,ENSMUSG00000040640,ENSRNOG00000015148,ENSCAFG00000008140
ERCC1,ENSG00000012061,ENSMFAG00000001814,ENSMUSG00000003549,ENSRNOG00000017839,ENSCAFG00000004448
ERCC2,ENSG00000104884,ENSMFAG00000037898,ENSMUSG00000030400,ENSRNOG00000017753,ENSCAFG00000004487
ERCC3,ENSG00000163161,ENSMFAG00000003370,ENSMUSG00000024382,ENSRNOG00000013180,ENSCAFG00000004497
ERCC6,ENSG00000225830,ENSMFAG00000035553,ENSMUSG00000054051,ENSRNOG00000030017,ENSCAFG00000006624
ERCC6L,ENSG00000186871,ENSMFAG00000045509,ENSMUSG00000051220,ENSRNOG00000003208,ENSCAFG00000023690
ERCC6L2,ENSG00000182150,ENSMFAG00000043281,ENSMUSG00000021470,ENSRNOG00000019175,ENSCAFG00000001219
ERCC8,ENSG00000049167,ENSMFAG00000037556,ENSMUSG00000021694,ENSRNOG00000009968,ENSCAFG00000007150
EREG,ENSG00000124882,ENSMFAG00000000815,ENSMUSG00000029377,ENSRNOG00000002771,ENSCAFG00000031443
ERF,ENSG00000105722,ENSMFAG00000035885,ENSMUSG00000040857,ENSRNOG00000020426,ENSCAFG00000031552
ERG,ENSG00000157554,ENSMFAG00000031991,ENSMUSG00000040732,ENSRNOG00000001652,ENSCAFG00000009912
ERGIC1,ENSG00000113719,ENSMFAG00000037788,ENSMUSG00000001576,ENSRNOG00000003508,ENSCAFG00000016813
ERGIC2,ENSG00000087502,ENSMFAG00000041736,ENSMUSG00000030304,ENSRNOG00000001852,ENSCAFG00000010860
ERGIC3,ENSG00000125991,ENSMFAG00000037850,ENSMUSG00000005881,ENSRNOG00000031085,ENSCAFG00000008085
ERH,ENSG00000100632,ENSMFAG00000042874,ENSMUSG00000063412,ENSRNOG00000004883,ENSCAFG00000032389
ERI1,ENSG00000104626,ENSMFAG00000032602,ENSMUSG00000031527,ENSRNOG00000011448,ENSCAFG00000006678
ERI2,ENSG00000196678,ENSMFAG00000033081,ENSMUSG00000030929,ENSRNOG00000014673,ENSCAFG00000017939
ERI3,ENSG00000117419,ENSMFAG00000044436,ENSMUSG00000033423,ENSRNOG00000019381,ENSCAFG00000004807
ERICH1,ENSG00000104714,ENSMFAG00000045194,ENSMUSG00000051978,ENSRNOG00000042114,ENSCAFG00000016246
ERICH2,ENSG00000204334,ENSMFAG00000045253,ENSMUSG00000075302,ENSRNOG00000056087,ENSCAFG00000029641
ERICH3,ENSG00000178965,ENSMFAG00000036577,ENSMUSG00000078161,ENSRNOG00000009533,ENSCAFG00000020406
ERICH5,ENSG00000177459,ENSMFAG00000002519,ENSMUSG00000044726,ENSRNOG00000005956,ENSCAFG00000000463
ERICH6,ENSG00000163645,ENSMFAG00000032044,ENSMUSG00000070471,ENSRNOG00000013662,ENSCAFG00000008436
ERLEC1,ENSG00000068912,ENSMFAG00000032604,ENSMUSG00000020311,ENSRNOG00000007283,ENSCAFG00000002724
ERLIN1,ENSG00000107566,ENSMFAG00000042046,ENSMUSG00000025198,ENSRNOG00000012911,ENSCAFG00000009576
ERLIN2,ENSG00000147475,ENSMFAG00000030735,ENSMUSG00000031483,ENSRNOG00000013763,ENSCAFG00000006211
ERMAP,ENSG00000164010,ENSMFAG00000025183,ENSMUSG00000028644,ENSRNOG00000000335,ENSCAFG00000002509
ERMARD,ENSG00000130023,ENSMFAG00000040535,ENSMUSG00000036552,ENSRNOG00000015230,ENSCAFG00000004084
ERMN,ENSG00000136541,ENSMFAG00000045944,ENSMUSG00000026830,ENSRNOG00000021472,ENSCAFG00000031120
ERMP1,ENSG00000099219,ENSMFAG00000008006,ENSMUSG00000046324,ENSRNOG00000010915,ENSCAFG00000002131
ERN1,ENSG00000178607,ENSMFAG00000040147,ENSMUSG00000020715,ENSRNOG00000012864,ENSCAFG00000011784
ERN2,ENSG00000134398,ENSMFAG00000038350,ENSMUSG00000030866,ENSRNOG00000018974,ENSCAFG00000017643
ERO1A,ENSG00000197930,ENSMFAG00000000867,ENSMUSG00000021831,ENSRNOG00000006462,ENSCAFG00000014750
ERO1B,ENSG00000086619,ENSMFAG00000045389,ENSMUSG00000057069,ENSRNOG00000002609,ENSCAFG00000011072
ERP27,ENSG00000139055,ENSMFAG00000000450,ENSMUSG00000030219,ENSRNOG00000005787,ENSCAFG00000012892
ERP29,ENSG00000089248,ENSMFAG00000007433,ENSMUSG00000029616,ENSRNOG00000001348,ENSCAFG00000030033
ERP44,ENSG00000023318,ENSMFAG00000036437,ENSMUSG00000028343,ENSRNOG00000005841,ENSCAFG00000029184
ERRFI1,ENSG00000116285,ENSMFAG00000044602,ENSMUSG00000028967,ENSRNOG00000058186,ENSCAFG00000019676
ESAM,ENSG00000149564,ENSMFAG00000000739,ENSMUSG00000001946,ENSRNOG00000033217,ENSCAFG00000011147
ESCO1,ENSG00000141446,ENSMFAG00000037398,ENSMUSG00000024293,ENSRNOG00000014031,ENSCAFG00000018249
ESCO2,ENSG00000171320,ENSMFAG00000044655,ENSMUSG00000022034,ENSRNOG00000015921,ENSCAFG00000008378
ESF1,ENSG00000089048,ENSMFAG00000036841,ENSMUSG00000045624,ENSRNOG00000004777,ENSCAFG00000005587
ESM1,ENSG00000164283,ENSMFAG00000045186,ENSMUSG00000042379,ENSRNOG00000010797,ENSCAFG00000018381
ESPL1,ENSG00000135476,ENSMFAG00000031428,ENSMUSG00000058290,ENSRNOG00000012835,ENSCAFG00000007030
ESPN,ENSG00000187017,ENSMFAG00000039134,ENSMUSG00000028943,ENSRNOG00000010270,ENSCAFG00000019595
ESR1,ENSG00000091831,ENSMFAG00000033966,ENSMUSG00000019768,ENSRNOG00000019358,ENSCAFG00000000430
ESR2,ENSG00000140009,ENSMFAG00000036698,ENSMUSG00000021055,ENSRNOG00000005343,ENSCAFG00000015846
ESRP1,ENSG00000104413,ENSMFAG00000031577,ENSMUSG00000040728,ENSRNOG00000008184,ENSCAFG00000009305
ESRP2,ENSG00000103067,ENSMFAG00000002813,ENSMUSG00000084128,ENSRNOG00000023177,ENSCAFG00000020320
ESRRA,ENSG00000173153,ENSMFAG00000035878,ENSMUSG00000024955,ENSRNOG00000021139,ENSCAFG00000014455
ESRRB,ENSG00000119715,ENSMFAG00000000926,ENSMUSG00000021255,ENSRNOG00000010259,ENSCAFG00000017141
ESRRG,ENSG00000196482,ENSMFAG00000004706,ENSMUSG00000026610,ENSRNOG00000002593,ENSCAFG00000010767
ESYT1,ENSG00000139641,ENSMFAG00000035482,ENSMUSG00000025366,ENSRNOG00000060753,ENSCAFG00000000108
ESYT2,ENSG00000117868,ENSMFAG00000033330,ENSMUSG00000021171,ENSRNOG00000032391,ENSCAFG00000005228
ESYT3,ENSG00000158220,ENSMFAG00000038263,ENSMUSG00000037681,ENSRNOG00000022704,ENSCAFG00000007551
ETAA1,ENSG00000143971,ENSMFAG00000039723,ENSMUSG00000016984,ENSRNOG00000006185,ENSCAFG00000003239
ETFA,ENSG00000140374,ENSMFAG00000018597,ENSMUSG00000032314,ENSRNOG00000015233,ENSCAFG00000018143
ETFDH,ENSG00000171503,ENSMFAG00000014894,ENSMUSG00000027809,ENSRNOG00000009538,ENSCAFG00000008681
ETHE1,ENSG00000105755,ENSMFAG00000036993,ENSMUSG00000064254,ENSRNOG00000019982,ENSCAFG00000004755
ETNK1,ENSG00000139163,ENSMFAG00000032100,ENSMUSG00000030275,ENSRNOG00000014856,ENSCAFG00000011667
ETNK2,ENSG00000143845,ENSMFAG00000000571,ENSMUSG00000070644,ENSRNOG00000028368,ENSCAFG00000009619
ETNPPL,ENSG00000164089,ENSMFAG00000031575,ENSMUSG00000019232,ENSRNOG00000045743,ENSCAFG00000011314
ETS1,ENSG00000134954,ENSMFAG00000002137,ENSMUSG00000032035,ENSRNOG00000008941,ENSCAFG00000010304
ETS2,ENSG00000157557,ENSMFAG00000042503,ENSMUSG00000022895,ENSRNOG00000001647,ENSCAFG00000009978
ETV1,ENSG00000006468,ENSMFAG00000032001,ENSMUSG00000004151,ENSRNOG00000006867,ENSCAFG00000002342
ETV3,ENSG00000117036,ENSMFAG00000001609,ENSMUSG00000003382,ENSRNOG00000043095,ENSCAFG00000016469
ETV4,ENSG00000175832,ENSMFAG00000042484,ENSMUSG00000017724,ENSRNOG00000020792,ENSCAFG00000014484
ETV5,ENSG00000244405,ENSMFAG00000002368,ENSMUSG00000013089,ENSRNOG00000001785,ENSCAFG00000013420
ETV6,ENSG00000139083,ENSMFAG00000000725,ENSMUSG00000030199,ENSRNOG00000005984,ENSCAFG00000013371
EVA1A,ENSG00000115363,ENSMFAG00000021015,ENSMUSG00000035104,ENSRNOG00000007118,ENSCAFG00000032377
EVA1B,ENSG00000142694,ENSMFAG00000040525,ENSMUSG00000050212,ENSRNOG00000024818,ENSCAFG00000030104
EVA1C,ENSG00000166979,ENSMFAG00000034125,ENSMUSG00000039903,ENSRNOG00000002072,ENSCAFG00000008978
EVC,ENSG00000072840,ENSMFAG00000035895,ENSMUSG00000029122,ENSRNOG00000007564,ENSCAFG00000015745
EVC2,ENSG00000173040,ENSMFAG00000037744,ENSMUSG00000050248,ENSRNOG00000007025,ENSCAFG00000015738
EVI5,ENSG00000067208,ENSMFAG00000003592,ENSMUSG00000011831,ENSRNOG00000002039,ENSCAFG00000020154
EVI5L,ENSG00000142459,ENSMFAG00000045931,ENSMUSG00000011832,ENSRNOG00000001034,ENSCAFG00000018316
EVL,ENSG00000196405,ENSMFAG00000001300,ENSMUSG00000021262,ENSRNOG00000014476,ENSCAFG00000017889
EVPL,ENSG00000167880,ENSMFAG00000039301,ENSMUSG00000034282,ENSRNOG00000009343,ENSCAFG00000005021
EXD2,ENSG00000081177,ENSMFAG00000041413,ENSMUSG00000032705,ENSRNOG00000027707,ENSCAFG00000016557
EXO1,ENSG00000174371,ENSMFAG00000023098,ENSMUSG00000039748,ENSRNOG00000056209,ENSCAFG00000015758
EXO5,ENSG00000164002,ENSMFAG00000008984,ENSMUSG00000028629,ENSRNOG00000037432,ENSCAFG00000025374
EXOC1,ENSG00000090989,ENSMFAG00000040087,ENSMUSG00000036435,ENSRNOG00000002144,ENSCAFG00000002175
EXOC3L1,ENSG00000179044,ENSMFAG00000002581,ENSMUSG00000043251,ENSRNOG00000015641,ENSCAFG00000020377
EXOC3L2,ENSG00000283632,ENSMFAG00000028171,ENSMUSG00000011263,ENSRNOG00000017448,ENSCAFG00000004534
EXOC4,ENSG00000131558,ENSMFAG00000032477,ENSMUSG00000029763,ENSRNOG00000046023,ENSCAFG00000001308
EXOC5,ENSG00000070367,ENSMFAG00000037256,ENSMUSG00000061244,ENSRNOG00000013804,ENSCAFG00000015237
EXOC6,ENSG00000138190,ENSMFAG00000000962,ENSMUSG00000053799,ENSRNOG00000036601,ENSCAFG00000007534
EXOC6B,ENSG00000144036,ENSMFAG00000032926,ENSMUSG00000033769,ENSRNOG00000059615,ENSCAFG00000008981
EXOC8,ENSG00000116903,ENSMFAG00000039846,ENSMUSG00000074030,ENSRNOG00000019766,ENSCAFG00000011797
EXOG,ENSG00000157036,ENSMFAG00000040794,ENSMUSG00000042787,ENSRNOG00000014801,ENSCAFG00000005039
EXOSC1,ENSG00000171311,ENSMFAG00000001493,ENSMUSG00000034321,ENSRNOG00000048708,ENSCAFG00000009068
EXOSC10,ENSG00000171824,ENSMFAG00000038874,ENSMUSG00000017264,ENSRNOG00000010719,ENSCAFG00000016721
EXOSC3,ENSG00000107371,ENSMFAG00000001758,ENSMUSG00000028322,ENSRNOG00000012409,ENSCAFG00000002391
EXOSC4,ENSG00000178896,ENSMFAG00000000161,ENSMUSG00000034259,ENSRNOG00000012348,ENSCAFG00000001521
EXOSC5,ENSG00000077348,ENSMFAG00000045851,ENSMUSG00000061286,ENSRNOG00000020635,ENSCAFG00000032654
EXOSC7,ENSG00000075914,ENSMFAG00000038326,ENSMUSG00000025785,ENSRNOG00000060337,ENSCAFG00000014055
EXOSC8,ENSG00000120699,ENSMFAG00000027794,ENSMUSG00000027752,ENSRNOG00000051623,ENSCAFG00000006115
EXOSC9,ENSG00000123737,ENSMFAG00000038292,ENSMUSG00000027714,ENSRNOG00000014674,ENSCAFG00000004139
EXPH5,ENSG00000110723,ENSMFAG00000018860,ENSMUSG00000034584,ENSRNOG00000025115,ENSCAFG00000014332
EXT1,ENSG00000182197,ENSMFAG00000002066,ENSMUSG00000061731,ENSRNOG00000024886,ENSCAFG00000000831
EXT2,ENSG00000151348,ENSMFAG00000043519,ENSMUSG00000027198,ENSRNOG00000008944,ENSCAFG00000009477
EXTL1,ENSG00000158008,ENSMFAG00000031631,ENSMUSG00000028838,ENSRNOG00000016776,ENSCAFG00000012712
EXTL2,ENSG00000162694,ENSMFAG00000001251,ENSMUSG00000027963,ENSRNOG00000014323,ENSCAFG00000020002
EXTL3,ENSG00000012232,ENSMFAG00000045572,ENSMUSG00000021978,ENSRNOG00000013581,ENSCAFG00000008284
EYA1,ENSG00000104313,ENSMFAG00000030151,ENSMUSG00000025932,ENSRNOG00000007590,ENSCAFG00000007894
EYA2,ENSG00000064655,ENSMFAG00000039522,ENSMUSG00000017897,ENSRNOG00000019203,ENSCAFG00000010677
EYA3,ENSG00000158161,ENSMFAG00000045224,ENSMUSG00000028886,ENSRNOG00000010396,ENSCAFG00000011935
EYA4,ENSG00000112319,ENSMFAG00000037522,ENSMUSG00000010461,ENSRNOG00000016627,ENSCAFG00000000196
EZH1,ENSG00000108799,ENSMFAG00000032160,ENSMUSG00000006920,ENSRNOG00000020336,ENSCAFG00000014827
EZH2,ENSG00000106462,ENSMFAG00000040192,ENSMUSG00000029687,ENSRNOG00000006048,ENSCAFG00000003411
EZR,ENSG00000092820,ENSMFAG00000002822,ENSMUSG00000052397,ENSRNOG00000018524,ENSCAFG00000000661
F10,ENSG00000126218,ENSMFAG00000043700,ENSMUSG00000031444,ENSRNOG00000033444,ENSCAFG00000006258
