HOG	OG	Gene Tree Parent Clade	Canislupusfamiliaris	Homosapiens	Macacafascicularis	Musmusculus	Rattusnorvegicus
N0.HOG0004666	OG0003491	n0	ENSCAFG00000007124.4	ENSG00000285526.1, ENSG00000089356.18	ENSMFAG00000003734.1	ENSMUSG00000057092.12	ENSRNOG00000021095.6
N0.HOG0004667	OG0003492	n0	ENSCAFG00000005378.4	ENSG00000165102.15	ENSMFAG00000009475.1, ENSMFAG00000034211.1	ENSMUSG00000037260.8	ENSRNOG00000059911.1
N0.HOG0004668	OG0003493	n0	ENSCAFG00000015657.5	ENSG00000102109.9	ENSMFAG00000039428.1	ENSMUSG00000039278.10	ENSRNOG00000046021.2, ENSRNOG00000007112.7
N0.HOG0004669	OG0003494	n0	ENSCAFG00000016614.6	ENSG00000277363.5, ENSG00000273608.4	ENSMFAG00000031842.1	ENSMUSG00000038453.17	ENSRNOG00000011475.6
N0.HOG0004670	OG0003495	n0	ENSCAFG00000046876.1	ENSG00000268182.6	ENSMFAG00000042229.1	ENSMUSG00000045929.8, ENSMUSG00000093536.7	ENSRNOG00000042502.2
N0.HOG0004671	OG0003496	n0	ENSCAFG00000044300.1	ENSG00000096092.6	ENSMFAG00000030489.1	ENSMUSG00000025933.15	ENSRNOG00000046593.1, ENSRNOG00000013238.6
N0.HOG0004672	OG0003497	n0	ENSCAFG00000001866.4	ENSG00000105889.15, ENSG00000164647.9	ENSMFAG00000035452.1	ENSMUSG00000015652.9	ENSRNOG00000000017.7
N0.HOG0004673	OG0003498	n0	ENSCAFG00000029470.2	ENSG00000163220.11	ENSMFAG00000045130.1	ENSMUSG00000096621.2, ENSMUSG00000056071.12	ENSRNOG00000011483.5
N0.HOG0004674	OG0003499	n0	ENSCAFG00000011462.5	ENSG00000205403.13, ENSG00000285330.1	ENSMFAG00000032258.1	ENSMUSG00000058952.12	ENSRNOG00000053400.1
N0.HOG0004675	OG0003500	n0	ENSCAFG00000016605.4	ENSG00000273604.2, ENSG00000277303.2	ENSMFAG00000021465.1	ENSMUSG00000043439.5	ENSRNOG00000048187.2
N0.HOG0004676	OG0003501	n0	ENSCAFG00000009327.4	ENSG00000144820.8	ENSMFAG00000000681.1	ENSMUSG00000022755.4	ENSRNOG00000001634.5, ENSRNOG00000048134.1
N0.HOG0004677	OG0003502	n0	ENSCAFG00000003862.4, ENSCAFG00000023202.4	ENSG00000169126.16	ENSMFAG00000038877.1	ENSMUSG00000061802.6	ENSRNOG00000018905.6
N0.HOG0004678	OG0003503	n0	ENSCAFG00000032389.2	ENSG00000100632.11	ENSMFAG00000042874.1	ENSMUSG00000063412.4, ENSMUSG00000021131.14	ENSRNOG00000004883.7
N0.HOG0004679	OG0003504	n0	ENSCAFG00000044635.1	ENSG00000256646.7, ENSG00000106588.11	ENSMFAG00000032277.1	ENSMUSG00000015671.11	ENSRNOG00000049920.2
N0.HOG0004680	OG0003505	n0	ENSCAFG00000023152.4	ENSG00000083454.22, ENSG00000257950.3	ENSMFAG00000038002.1	ENSMUSG00000005950.14	ENSRNOG00000019208.7
N0.HOG0004681	OG0003506	n0	ENSCAFG00000029464.2	ENSG00000099804.9	ENSMFAG00000003089.1	ENSMUSG00000020307.15, ENSMUSG00000020870.7	ENSRNOG00000060530.1
N0.HOG0004682	OG0003507	n0	ENSCAFG00000009317.3	ENSG00000181458.10	ENSMFAG00000004074.1	ENSMUSG00000022754.6	ENSRNOG00000048935.2, ENSRNOG00000042975.3
N0.HOG0004683	OG0003508	n0	ENSCAFG00000003507.4	ENSG00000106591.4	ENSMFAG00000041218.1, ENSMFAG00000037165.1	ENSMUSG00000015672.4	ENSRNOG00000015989.5
N0.HOG0004684	OG0003509	n0	ENSCAFG00000007427.3	ENSG00000166598.15	ENSMFAG00000041446.1, ENSMFAG00000036813.1	ENSMUSG00000020048.13	ENSRNOG00000026963.6
N0.HOG0004685	OG0003510	n0	ENSCAFG00000013297.4	ENSG00000073792.16	ENSMFAG00000039540.1, ENSMFAG00000002557.1	ENSMUSG00000033581.17	ENSRNOG00000025946.6
N0.HOG0004686	OG0003511	n0	ENSCAFG00000012926.4	ENSG00000084463.8	ENSMFAG00000035880.1	ENSMUSG00000030216.12	ENSRNOG00000049593.2, ENSRNOG00000005505.6
N0.HOG0004687	OG0003512	n0	ENSCAFG00000016601.5	ENSG00000275851.4, ENSG00000275023.5	ENSMFAG00000039477.1	ENSMUSG00000038437.11	ENSRNOG00000053285.1
N0.HOG0004688	OG0003513	n0	ENSCAFG00000031783.2	ENSG00000138794.10	ENSMFAG00000034038.1	ENSMUSG00000027997.9	ENSRNOG00000009508.6, ENSRNOG00000052613.1
N0.HOG0004689	OG0003514	n0	ENSCAFG00000018855.4	ENSG00000128789.21	ENSMFAG00000004539.1, ENSMFAG00000001185.1	ENSMUSG00000024537.5	ENSRNOG00000017729.7
N0.HOG0004690	OG0003515	n0	ENSCAFG00000016455.4	ENSG00000130119.17	ENSMFAG00000046065.1, ENSMFAG00000000499.1	ENSMUSG00000025266.11	ENSRNOG00000002509.8
N0.HOG0004691	OG0003516	n0	ENSCAFG00000030243.2	ENSG00000277972.2, ENSG00000274768.2	ENSMFAG00000045774.1	ENSMUSG00000078695.8	ENSRNOG00000036894.4
N0.HOG0004692	OG0003517	n0	ENSCAFG00000005428.5	ENSG00000281320.3, ENSG00000105204.14	ENSMFAG00000040358.1	ENSMUSG00000002409.18	ENSRNOG00000019254.7
N0.HOG0004693	OG0003518	n0	ENSCAFG00000009291.5	ENSG00000185513.17, ENSG00000288000.1	ENSMFAG00000032249.1	ENSMUSG00000035576.13	ENSRNOG00000007044.7
N0.HOG0004694	OG0003519	n0	ENSCAFG00000001854.4	ENSG00000259916.1, ENSG00000165269.13	ENSMFAG00000031174.1	ENSMUSG00000028427.13	ENSRNOG00000009686.2
N0.HOG0004695	OG0003520	n0	ENSCAFG00000011324.4, ENSCAFG00000044652.1	ENSG00000136003.16	ENSMFAG00000045386.1	ENSMUSG00000025825.12	ENSRNOG00000000701.5
N0.HOG0004696	OG0003521	n0	ENSCAFG00000010271.4	ENSG00000110619.18, ENSG00000278191.4	ENSMFAG00000000778.1	ENSMUSG00000010755.17	ENSRNOG00000020651.7
N0.HOG0004697	OG0003522	n0	ENSCAFG00000007720.4	ENSG00000115486.12	ENSMFAG00000045991.1	ENSMUSG00000103019.2, ENSMUSG00000053460.8	ENSRNOG00000012975.7
N0.HOG0004698	OG0003523	n0	ENSCAFG00000010816.4	ENSG00000184007.22	ENSMFAG00000037626.1, ENSMFAG00000038041.1	ENSMUSG00000028788.14	ENSRNOG00000050044.2
N0.HOG0004699	OG0003524	n0	ENSCAFG00000018359.4	ENSG00000131724.11	ENSMFAG00000045803.1	ENSMUSG00000017057.9	ENSRNOG00000001713.5, ENSRNOG00000013170.6
N0.HOG0004700	OG0003525	n0	ENSCAFG00000015861.4	ENSG00000122378.14	ENSMFAG00000043331.1, ENSMFAG00000043243.1	ENSMUSG00000021792.15	ENSRNOG00000011140.6
N0.HOG0004701	OG0003526	n0	ENSCAFG00000016546.5	ENSG00000277258.5, ENSG00000278644.2	ENSMFAG00000038330.1	ENSMUSG00000018537.16	ENSRNOG00000012705.5
N0.HOG0004702	OG0003527	n0	ENSCAFG00000007372.5	ENSG00000111696.12	ENSMFAG00000039210.1	ENSMUSG00000054027.8, ENSMUSG00000112743.1	ENSRNOG00000026793.5
N0.HOG0004703	OG0003528	n0	ENSCAFG00000010466.4	ENSG00000139133.7, ENSG00000175548.9	ENSMFAG00000037529.1	ENSMUSG00000075470.2	ENSRNOG00000014511.5
N0.HOG0004704	OG0003529	n0	ENSCAFG00000004451.4, ENSCAFG00000046545.1	ENSG00000136146.15	ENSMFAG00000036744.1	ENSMUSG00000022109.6	ENSRNOG00000017170.5
N0.HOG0004705	OG0003530	n0	ENSCAFG00000030699.2	ENSG00000142684.9	ENSMFAG00000025982.1, ENSMFAG00000044001.1	ENSMUSG00000028840.10	ENSRNOG00000016392.5
N0.HOG0004706	OG0003531	n0	ENSCAFG00000010240.4	ENSG00000110628.16, ENSG00000276130.4	ENSMFAG00000038599.1	ENSMUSG00000000154.16	ENSRNOG00000020562.4
N0.HOG0004707	OG0003532	n0	ENSCAFG00000020161.4	ENSG00000189195.14	ENSMFAG00000003189.1	ENSMUSG00000106631.2, ENSMUSG00000111375.4	ENSRNOG00000023446.5
N0.HOG0004708	OG0003533	n0	ENSCAFG00000036621.2	ENSG00000273707.4, ENSG00000129757.14	ENSMFAG00000037524.1	ENSMUSG00000037664.13	ENSRNOG00000059500.1
N0.HOG0004709	OG0003534	n0	ENSCAFG00000047313.1	ENSG00000214706.10	ENSMFAG00000002314.1, ENSMFAG00000032389.1	ENSMUSG00000010048.10	ENSRNOG00000016150.5
N0.HOG0004710	OG0003535	n0	ENSCAFG00000007692.4	ENSG00000118640.11	ENSMFAG00000034493.1	ENSMUSG00000050732.9, ENSMUSG00000103205.1	ENSRNOG00000012748.4
N0.HOG0004711	OG0003536	n0	ENSCAFG00000030732.2	ENSG00000178229.8, ENSG00000083844.10, ENSG00000204524.7	ENSMFAG00000044239.1, ENSMFAG00000042092.1		
N0.HOG0004712	OG0003537	n0	ENSCAFG00000015518.4	ENSG00000169760.17	ENSMFAG00000036767.1, ENSMFAG00000037473.1	ENSMUSG00000063887.13	ENSRNOG00000032576.6
N0.HOG0004713	OG0003538	n0	ENSCAFG00000013617.4	ENSG00000138413.14	ENSMFAG00000003107.1, ENSMFAG00000037839.1	ENSMUSG00000025950.16	ENSRNOG00000015020.7
N0.HOG0004714	OG0003539	n0	ENSCAFG00000020158.4, ENSCAFG00000001352.4	ENSG00000122484.9	ENSMFAG00000031837.1	ENSMUSG00000033773.14	ENSRNOG00000023484.7
N0.HOG0004715	OG0003540	n0	ENSCAFG00000007685.4	ENSG00000168894.10	ENSMFAG00000046221.1	ENSMUSG00000102720.5, ENSMUSG00000055850.12	ENSRNOG00000012035.6
N0.HOG0004716	OG0003541	n0	ENSCAFG00000031079.2	ENSG00000152518.8	ENSMFAG00000001243.1	ENSMUSG00000045817.8	ENSRNOG00000050108.1, ENSRNOG00000005067.5
N0.HOG0004717	OG0003542	n0	ENSCAFG00000030799.3	ENSG00000196150.13	ENSMFAG00000001471.1	ENSMUSG00000054967.7	ENSRNOG00000050651.1, ENSRNOG00000050661.1
N0.HOG0004718	OG0003543	n0	ENSCAFG00000007680.4	ENSG00000168890.14	ENSMFAG00000003805.1	ENSMUSG00000055912.8, ENSMUSG00000102455.5	ENSRNOG00000061100.1
N0.HOG0004719	OG0003544	n0	ENSCAFG00000005182.5	ENSG00000144554.11	ENSMFAG00000000270.1, ENSMFAG00000032527.1	ENSMUSG00000034023.16	ENSRNOG00000061085.1
N0.HOG0004720	OG0003545	n0	ENSCAFG00000014222.5	ENSG00000068885.15, ENSG00000248710.1	ENSMFAG00000044919.1	ENSMUSG00000027778.15	ENSRNOG00000009808.7
N0.HOG0004721	OG0003546	n0	ENSCAFG00000010231.5	ENSG00000053918.18, ENSG00000282076.1	ENSMFAG00000044043.1	ENSMUSG00000009545.14	ENSRNOG00000020532.8
N0.HOG0004722	OG0003547	n0	ENSCAFG00000032004.2	ENSG00000168887.11	ENSMFAG00000032906.1	ENSMUSG00000108680.1, ENSMUSG00000058706.5	ENSRNOG00000011713.4
N0.HOG0004723	OG0003548	n0	ENSCAFG00000019344.5	ENSG00000262304.2, ENSG00000197417.9	ENSMFAG00000032043.1	ENSMUSG00000005951.13	ENSRNOG00000019458.7
N0.HOG0004724	OG0003549	n0	ENSCAFG00000041852.1	ENSG00000166368.2		ENSMUSG00000060503.6, ENSMUSG00000062987.6	ENSRNOG00000049748.1, ENSRNOG00000046869.1
N0.HOG0004725	OG0003550	n0	ENSCAFG00000015485.4	ENSG00000102317.18	ENSMFAG00000003836.1, ENSMFAG00000003694.1	ENSMUSG00000031167.16	ENSRNOG00000005387.6
N0.HOG0004726	OG0003551	n0	ENSCAFG00000016574.4	ENSG00000277292.2, ENSG00000276293.4	ENSMFAG00000035417.1	ENSMUSG00000018547.8	ENSRNOG00000013030.3
N0.HOG0004727	OG0003552	n0	ENSCAFG00000017526.5	ENSG00000108375.13, ENSG00000285897.1	ENSMFAG00000044879.1	ENSMUSG00000034177.15	ENSRNOG00000007606.6
N0.HOG0004728	OG0003553	n0	ENSCAFG00000016561.5	ENSG00000276761.2, ENSG00000273559.5	ENSMFAG00000002357.1	ENSMUSG00000018541.10	ENSRNOG00000004091.6
N0.HOG0004729	OG0003554	n0	ENSCAFG00000016555.4	ENSG00000276913.2, ENSG00000275489.2	ENSMFAG00000032835.1	ENSMUSG00000018543.8	ENSRNOG00000036888.3
N0.HOG0004730	OG0003555	n0	ENSCAFG00000030196.2	ENSG00000156171.14	ENSMFAG00000044411.1	ENSMUSG00000027900.15	ENSRNOG00000027254.4, ENSRNOG00000017744.7
N0.HOG0004731	OG0003556	n0	ENSCAFG00000015936.4	ENSG00000116106.12	ENSMFAG00000037109.1, ENSMFAG00000000192.1	ENSMUSG00000026235.14	ENSRNOG00000013213.6
N0.HOG0004732	OG0003557	n0	ENSCAFG00000004377.4	ENSG00000107897.19	ENSMFAG00000042324.1	ENSMUSG00000026781.17	ENSRNOG00000046845.2, ENSRNOG00000017642.8
N0.HOG0004733	OG0003558	n0	ENSCAFG00000009292.4	ENSG00000114021.12	ENSMFAG00000044874.1, ENSMFAG00000038586.1	ENSMUSG00000022751.9	ENSRNOG00000027797.4
N0.HOG0004734	OG0003559	n0	ENSCAFG00000030691.2	ENSG00000248405.10, ENSG00000241484.9	ENSMFAG00000031694.1	ENSMUSG00000078954.9	ENSRNOG00000033570.3
N0.HOG0004735	OG0003560	n0	ENSCAFG00000006722.5	ENSG00000282956.1, ENSG00000151276.23	ENSMFAG00000032287.1	ENSMUSG00000045095.16	ENSRNOG00000022060.7
N0.HOG0004736	OG0003561	n0	ENSCAFG00000015559.5	ENSG00000122512.16	ENSMFAG00000046359.1	ENSMUSG00000104633.1, ENSMUSG00000079109.11	ENSRNOG00000001040.8
N0.HOG0004737	OG0003562	n0	ENSCAFG00000013132.2	ENSG00000175592.9	ENSMFAG00000003815.1, ENSMFAG00000045562.1	ENSMUSG00000024912.6	ENSRNOG00000020552.2
N0.HOG0004738	OG0003563	n0	ENSCAFG00000019540.4	ENSG00000206053.13	ENSMFAG00000033861.1	ENSMUSG00000024165.9	ENSRNOG00000024661.5, ENSRNOG00000000607.3
N0.HOG0004739	OG0003564	n0	ENSCAFG00000019153.3	ENSG00000183862.5	ENSMFAG00000001182.1	ENSMUSG00000005864.7	ENSRNOG00000047540.1, ENSRNOG00000030119.4
N0.HOG0004740	OG0003565	n0	ENSCAFG00000009133.4	ENSG00000138678.11	ENSMFAG00000002709.1, ENSMFAG00000000396.1	ENSMUSG00000029314.14	ENSRNOG00000002159.6
N0.HOG0004741	OG0003566	n0	ENSCAFG00000011215.4	ENSG00000154144.13	ENSMFAG00000036896.1	ENSMUSG00000011114.18	ENSRNOG00000033891.5, ENSRNOG00000023850.4
N0.HOG0004742	OG0003567	n0	ENSCAFG00000019149.4	ENSG00000130032.17	ENSMFAG00000040208.1	ENSMUSG00000033361.13	ENSRNOG00000047013.2, ENSRNOG00000045663.2
N0.HOG0004743	OG0003568	n0	ENSCAFG00000029732.2	ENSG00000100916.14	ENSMFAG00000037936.1	ENSMUSG00000012076.8	ENSRNOG00000008249.8, ENSRNOG00000051077.2
N0.HOG0004744	OG0003569	n0	ENSCAFG00000005862.4	ENSG00000154822.18, ENSG00000284017.2	ENSMFAG00000000647.1	ENSMUSG00000038910.7	ENSRNOG00000013368.7
N0.HOG0004745	OG0003570	n0	ENSCAFG00000007667.4	ENSG00000168883.20	ENSMFAG00000041090.1	ENSMUSG00000056305.4, ENSMUSG00000104250.2	ENSRNOG00000010930.6
N0.HOG0004746	OG0003571	n0	ENSCAFG00000011045.4	ENSG00000183833.16, ENSG00000285585.1	ENSMFAG00000024362.1	ENSMUSG00000022805.17	ENSRNOG00000002976.7
N0.HOG0004747	OG0003572	n0	ENSCAFG00000001855.5	ENSG00000075142.14	ENSMFAG00000001735.1, ENSMFAG00000042687.1	ENSMUSG00000003161.15	ENSRNOG00000049780.2
N0.HOG0004748	OG0003573	n0	ENSCAFG00000005398.4	ENSG00000013275.8, ENSG00000281221.3	ENSMFAG00000034580.1	ENSMUSG00000030603.16	ENSRNOG00000018994.5
N0.HOG0004749	OG0003574	n0	ENSCAFG00000009119.5	ENSG00000163322.14	ENSMFAG00000045012.1, ENSMFAG00000000267.1	ENSMUSG00000035234.18	ENSRNOG00000002165.7
N0.HOG0004750	OG0003575	n0	ENSCAFG00000010721.4	ENSG00000142182.9, ENSG00000279493.1	ENSMFAG00000046145.1	ENSMUSG00000000730.13	ENSRNOG00000001212.7
N0.HOG0004751	OG0003576	n0	ENSCAFG00000018211.5	ENSG00000268861.7, ENSG00000104880.18	ENSMFAG00000037798.1	ENSMUSG00000004568.13	ENSRNOG00000028090.4
N0.HOG0004752	OG0003577	n0	ENSCAFG00000006689.4	ENSG00000144741.17, ENSG00000282739.1	ENSMFAG00000000714.1	ENSMUSG00000045100.11	ENSRNOG00000012831.7
N0.HOG0004753	OG0003578	n0	ENSCAFG00000019759.4	ENSG00000134216.19	ENSMFAG00000003339.1, ENSMFAG00000046116.1	ENSMUSG00000062778.12	ENSRNOG00000033162.5
N0.HOG0004754	OG0003579	n0	ENSCAFG00000001601.4	ENSG00000147872.10	ENSMFAG00000041970.1, ENSMFAG00000028805.1	ENSMUSG00000028494.12	ENSRNOG00000007060.5
N0.HOG0004755	OG0003580	n0	ENSCAFG00000003061.4	ENSG00000213204.8, ENSG00000272514.6	ENSMFAG00000035889.1	ENSMUSG00000028294.15	ENSRNOG00000009061.7
N0.HOG0004756	OG0003581	n0	ENSCAFG00000010718.4	ENSG00000160223.17, ENSG00000277117.5	ENSMFAG00000040533.1	ENSMUSG00000000732.9	ENSRNOG00000023109.6
N0.HOG0004757	OG0003582	n0	ENSCAFG00000012788.4, ENSCAFG00000030158.2	ENSG00000172478.18	ENSMFAG00000041210.1	ENSMUSG00000034159.12	ENSRNOG00000023557.4
N0.HOG0004758	OG0003583	n0	ENSCAFG00000013590.4	ENSG00000188674.11	ENSMFAG00000003892.1	ENSMUSG00000100846.1, ENSMUSG00000044816.10	ENSRNOG00000046343.2
N0.HOG0004759	OG0003584	n0	ENSCAFG00000000045.4, ENSCAFG00000023414.2	ENSG00000168763.16	ENSMFAG00000038662.1	ENSMUSG00000001138.13	ENSRNOG00000016032.6
N0.HOG0004760	OG0003585	n0	ENSCAFG00000011029.2	ENSG00000138495.6	ENSMFAG00000039368.1	ENSMUSG00000095464.1, ENSMUSG00000046516.10	ENSRNOG00000038951.2
N0.HOG0004761	OG0003586	n0	ENSCAFG00000012375.5	ENSG00000285485.2, ENSG00000100968.14	ENSMFAG00000000183.1	ENSMUSG00000023411.12	ENSRNOG00000020482.7
N0.HOG0004762	OG0003587	n0	ENSCAFG00000006842.4	ENSG00000186281.12	ENSMFAG00000042130.1, ENSMFAG00000043976.1	ENSMUSG00000046338.4	ENSRNOG00000013906.6
N0.HOG0004763	OG0003588	n0	ENSCAFG00000041383.1	ENSG00000160221.18, ENSG00000280071.4	ENSMFAG00000046334.1	ENSMUSG00000053329.7	ENSRNOG00000001211.4
N0.HOG0004764	OG0003589	n0	ENSCAFG00000015357.5	ENSG00000281813.4, ENSG00000156650.14	ENSMFAG00000032437.1	ENSMUSG00000021767.19	ENSRNOG00000012850.5
N0.HOG0004765	OG0003590	n0	ENSCAFG00000020429.5	ENSG00000024526.17	ENSMFAG00000036197.1, ENSMFAG00000030172.1	ENSMUSG00000028175.15	ENSRNOG00000009503.8
N0.HOG0004766	OG0003591	n0	ENSCAFG00000017181.4	ENSG00000038274.17	ENSMFAG00000001163.1, ENSMFAG00000035818.1	ENSMUSG00000042032.13	ENSRNOG00000003177.7
N0.HOG0004767	OG0003592	n0	ENSCAFG00000029684.2, ENSCAFG00000012744.4	ENSG00000172482.5	ENSMFAG00000041893.1	ENSMUSG00000026272.6	ENSRNOG00000023856.3
N0.HOG0004768	OG0003593	n0	ENSCAFG00000043229.1	ENSG00000163319.11	ENSMFAG00000003991.1, ENSMFAG00000041276.1	ENSMUSG00000016833.14	ENSRNOG00000002178.5
N0.HOG0004769	OG0003594	n0	ENSCAFG00000048508.1, ENSCAFG00000005393.5	ENSG00000130758.8	ENSMFAG00000044502.1	ENSMUSG00000040390.13	ENSRNOG00000023521.6
N0.HOG0004770	OG0003595	n0	ENSCAFG00000028993.2	ENSG00000178690.3	ENSMFAG00000034603.1	ENSMUSG00000118497.1, ENSMUSG00000024512.4	ENSRNOG00000028712.2
N0.HOG0004771	OG0003596	n0	ENSCAFG00000012367.4	ENSG00000129465.16, ENSG00000285379.2	ENSMFAG00000034552.1	ENSMUSG00000022221.14	ENSRNOG00000020465.4
N0.HOG0004772	OG0003597	n0	ENSCAFG00000002035.4	ENSG00000080608.10	ENSMFAG00000001430.1	ENSMUSG00000041360.8	ENSRNOG00000012574.6, ENSRNOG00000048356.2
N0.HOG0004773	OG0003598	n0	ENSCAFG00000004074.5	ENSG00000178980.15	ENSMFAG00000045788.1	ENSMUSG00000041571.9	ENSRNOG00000013548.7, ENSRNOG00000051483.1
N0.HOG0004774	OG0003599	n0	ENSCAFG00000010699.4	ENSG00000160055.20	ENSMFAG00000044797.1	ENSMUSG00000028797.20	ENSRNOG00000049326.2, ENSRNOG00000000124.6
N0.HOG0004775	OG0003600	n0	ENSCAFG00000010687.4	ENSG00000275464.5, ENSG00000241945.8	ENSMFAG00000044448.1	ENSMUSG00000032834.11	ENSRNOG00000001210.7
N0.HOG0004776	OG0003601	n0	ENSCAFG00000030395.2	ENSG00000130544.12, ENSG00000167785.9	ENSMFAG00000039721.1, ENSMFAG00000036165.1	ENSMUSG00000074500.11	
N0.HOG0004777	OG0003602	n0	ENSCAFG00000014195.5	ENSG00000283154.2	ENSMFAG00000002886.1	ENSMUSG00000102422.1, ENSMUSG00000027777.15	ENSRNOG00000009276.7
N0.HOG0004778	OG0003603	n0	ENSCAFG00000010674.5	ENSG00000084623.11	ENSMFAG00000043566.1, ENSMFAG00000000215.1	ENSMUSG00000028798.16	ENSRNOG00000047185.2
N0.HOG0004779	OG0003604	n0	ENSCAFG00000003254.4	ENSG00000274891.3, ENSG00000171853.16	ENSMFAG00000045483.1	ENSMUSG00000020628.16	ENSRNOG00000009039.8
N0.HOG0004780	OG0003605	n0	ENSCAFG00000004397.5	ENSG00000136758.19	ENSMFAG00000041596.1	ENSMUSG00000026775.9	ENSRNOG00000017100.6, ENSRNOG00000055012.1
N0.HOG0004781	OG0003606	n0	ENSCAFG00000012274.4	ENSG00000122873.12	ENSMFAG00000037673.1, ENSMFAG00000002150.1	ENSMUSG00000037710.8	ENSRNOG00000000610.6
N0.HOG0004782	OG0003607	n0	ENSCAFG00000012581.5	ENSG00000130695.15	ENSMFAG00000045288.1	ENSMUSG00000037443.13	ENSRNOG00000061906.1, ENSRNOG00000016249.7
N0.HOG0004783	OG0003608	n0	ENSCAFG00000013559.3	ENSG00000285005.2, ENSG00000178385.15	ENSMFAG00000033450.1	ENSMUSG00000051344.13	ENSRNOG00000023760.6
N0.HOG0004784	OG0003609	n0	ENSCAFG00000032137.2, ENSCAFG00000019743.4	ENSG00000173947.14	ENSMFAG00000038084.1	ENSMUSG00000010136.14	ENSRNOG00000016842.7
N0.HOG0004785	OG0003610	n0	ENSCAFG00000010669.4	ENSG00000160218.13, ENSG00000280433.1	ENSMFAG00000041704.1	ENSMUSG00000000374.8	ENSRNOG00000023210.5
N0.HOG0004786	OG0003611	n0	ENSCAFG00000012293.5	ENSG00000284814.1, ENSG00000129467.13	ENSMFAG00000040628.1	ENSMUSG00000022220.14	ENSRNOG00000020401.8
N0.HOG0004787	OG0003612	n0	ENSCAFG00000007658.4	ENSG00000168878.19	ENSMFAG00000040839.1	ENSMUSG00000056370.15, ENSMUSG00000103879.3	ENSRNOG00000010761.7
N0.HOG0004788	OG0003613	n0	ENSCAFG00000005908.4	ENSG00000170421.12	ENSMFAG00000040972.1, ENSMFAG00000000663.1	ENSMUSG00000049382.10	ENSRNOG00000009779.5
N0.HOG0004789	OG0003614	n0	ENSCAFG00000012567.4	ENSG00000142669.15	ENSMFAG00000043506.1, ENSMFAG00000031063.1	ENSMUSG00000028843.8	ENSRNOG00000015967.5
N0.HOG0004790	OG0003615	n0	ENSCAFG00000000034.3, ENSCAFG00000014010.4	ENSG00000240021.10	ENSMFAG00000046254.1	ENSMUSG00000026592.13	ENSRNOG00000038921.4
N0.HOG0004791	OG0003616	n0	ENSCAFG00000004473.4	ENSG00000139684.15	ENSMFAG00000039144.1, ENSMFAG00000035557.1	ENSMUSG00000021996.16	ENSRNOG00000009512.6
N0.HOG0004792	OG0003617	n0	ENSCAFG00000042353.1	ENSG00000213906.10, ENSG00000285203.2	ENSMFAG00000030618.1	ENSMUSG00000040432.5	ENSRNOG00000020382.2
N0.HOG0004793	OG0003618	n0	ENSCAFG00000016378.4	ENSG00000013725.14	ENSMFAG00000033693.1	ENSMUSG00000024670.17	ENSRNOG00000046782.2, ENSRNOG00000020884.7
N0.HOG0004794	OG0003619	n0	ENSCAFG00000012213.5	ENSG00000196943.14, ENSG00000285326.3	ENSMFAG00000043789.1	ENSMUSG00000019297.9	ENSRNOG00000020321.4
N0.HOG0004795	OG0003620	n0	ENSCAFG00000019598.5	ENSG00000160211.19	ENSMFAG00000043207.1	ENSMUSG00000089992.3, ENSMUSG00000031400.10	ENSRNOG00000056728.1
N0.HOG0004796	OG0003621	n0	ENSCAFG00000016332.5	ENSG00000110448.11	ENSMFAG00000040601.1	ENSMUSG00000024669.8	ENSRNOG00000053873.1, ENSRNOG00000020872.8
N0.HOG0004797	OG0003622	n0	ENSCAFG00000032628.2	ENSG00000141255.13	ENSMFAG00000033957.1	ENSMUSG00000069825.12, ENSMUSG00000112920.1	ENSRNOG00000037307.5
N0.HOG0004798	OG0003623	n0	ENSCAFG00000023607.3	ENSG00000154153.13	ENSMFAG00000015961.1	ENSMUSG00000022270.16	ENSRNOG00000057522.1, ENSRNOG00000010589.7
N0.HOG0004799	OG0003624	n0	ENSCAFG00000012679.4	ENSG00000023734.11	ENSMFAG00000000987.1	ENSMUSG00000030224.10	ENSRNOG00000048985.1, ENSRNOG00000007134.6
N0.HOG0004800	OG0003625	n0	ENSCAFG00000004968.6	ENSG00000267426.5, ENSG00000188878.19	ENSMFAG00000000793.1	ENSMUSG00000020776.18	ENSRNOG00000008577.8
N0.HOG0004801	OG0003626	n0	ENSCAFG00000016326.4	ENSG00000167987.11	ENSMFAG00000035999.1	ENSMUSG00000048832.9	ENSRNOG00000052512.1, ENSRNOG00000046439.2
N0.HOG0004802	OG0003627	n0	ENSCAFG00000004006.5	ENSG00000197321.15	ENSMFAG00000000835.1, ENSMFAG00000003780.1	ENSMUSG00000024236.18	ENSRNOG00000018110.8
N0.HOG0004803	OG0003628	n0	ENSCAFG00000024344.4, ENSCAFG00000023173.3	ENSG00000096088.16	ENSMFAG00000038363.1	ENSMUSG00000023987.14	ENSRNOG00000014492.5
N0.HOG0004804	OG0003629	n0	ENSCAFG00000015884.4	ENSG00000143653.10	ENSMFAG00000044986.1	ENSMUSG00000038936.13	ENSRNOG00000046051.2, ENSRNOG00000037984.4
N0.HOG0004805	OG0003630	n0	ENSCAFG00000019322.4	ENSG00000242616.4	ENSMFAG00000039837.1, ENSMFAG00000002672.1	ENSMUSG00000038607.12	ENSRNOG00000025040.6
